"series","episode","baker","last_name","signature_bake","technical","show_stopper","result","baker_age","baker_occupation","hometown"
9,9,"Dan","Beasley-Harling",NA,NA,NA,NA,36,"Full-time parent","London"
9,9,"Imelda","McCarron",NA,NA,NA,NA,33,"Countryside recreation officer","County Tyrone"
9,9,"Jon","Jenkins",NA,NA,NA,NA,47,"Blood courier","Newport"
9,9,"Karen","Wright",NA,NA,NA,NA,60,"In-store sampling assistant","Wakefield"
9,9,"Luke","Thompson",NA,NA,NA,NA,30,"Civil servant/house and techno DJ","Sheffield"
9,9,"Manon","Lagrave",NA,NA,NA,NA,26,"Software project manager","London"
9,9,"Terry","Hartill",NA,NA,NA,NA,56,"Retired air steward","West Midlands"
9,10,"Kim-Joy","Hewlett",NA,1,NA,"Runner-up",27,"Mental health specialist","Leeds"
9,10,"Ruby","Bhogal",NA,3,NA,"Runner-up",29,"Project manager","London"
9,10,"Rahul","Mandal",NA,2,NA,"WINNER",30,"Research scientist","Rotherham"
9,10,"Antony","Amourdoux",NA,NA,NA,NA,30,"Banker","London"
9,10,"Briony","Williams",NA,NA,NA,NA,33,"Full-time parent","Bristol"
9,10,"Dan","Beasley-Harling",NA,NA,NA,NA,36,"Full-time parent","London"
9,10,"Imelda","McCarron",NA,NA,NA,NA,33,"Countryside recreation officer","County Tyrone"
9,10,"Jon","Jenkins",NA,NA,NA,NA,47,"Blood courier","Newport"
9,10,"Karen","Wright",NA,NA,NA,NA,60,"In-store sampling assistant","Wakefield"
9,10,"Luke","Thompson",NA,NA,NA,NA,30,"Civil servant/house and techno DJ","Sheffield"
9,10,"Manon","Lagrave",NA,NA,NA,NA,26,"Software project manager","London"
9,10,"Terry","Hartill",NA,NA,NA,NA,56,"Retired air steward","West Midlands"
10,1,"Alice","Fevronia",NA,5,NA,"IN",28,"Geography teacher","Essex"
10,1,"Amelia","LeBruin",NA,4,NA,"IN",24,"Fashion designer","Halifax"
10,1,"David","Atherton",NA,10,NA,"IN",36,"International health adviser","Whitby"
10,1,"Helena","Garcia",NA,12,NA,"IN",40,"Online project manager","Leeds"
10,1,"Henry","Bird",NA,1,NA,"IN",20,"Student","Durham"
10,1,"Jamie","Finn",NA,13,NA,"IN",20,"Part-time waiter","Surrey"
10,1,"Michael","Chakraverty",NA,11,NA,"IN",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,1,"Phil","Thorne",NA,8,NA,"IN",56,"HGV driver","Rainham"
10,1,"Priya","O'Shea",NA,7,NA,"IN",34,"Marketing consultant","Leicester"
10,1,"Rosie","Brandreth-Poynter",NA,2,NA,"IN",28,"Veterinary surgeon","Somerset"
10,1,"Steph","Blackwell",NA,3,NA,"IN",28,"Shop assistant","Chester"
10,1,"Dan","Chambers",NA,9,NA,"OUT",32,"Support worker","Rotherham"
10,1,"Michelle","Evans-Fecci",NA,6,NA,"STAR BAKER",35,"Print shop administrator","Tenby, Wales"
10,2,"Amelia","LeBruin",NA,9,NA,"IN",24,"Fashion designer","Halifax"
10,2,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,2,"Helena","Garcia",NA,12,NA,"IN",40,"Online project manager","Leeds"
10,2,"Henry","Bird",NA,6,NA,"IN",20,"Student","Durham"
10,2,"Michael","Chakraverty",NA,4,NA,"IN",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,2,"Michelle","Evans-Fecci",NA,8,NA,"IN",35,"Print shop administrator","Tenby, Wales"
10,2,"Phil","Thorne",NA,3,NA,"IN",56,"HGV driver","Rainham"
10,2,"Priya","O'Shea",NA,7,NA,"IN",34,"Marketing consultant","Leicester"
10,2,"Rosie","Brandreth-Poynter",NA,5,NA,"IN",28,"Veterinary surgeon","Somerset"
10,2,"Steph","Blackwell",NA,10,NA,"IN",28,"Shop assistant","Chester"
10,2,"Jamie","Finn",NA,11,NA,"OUT",20,"Part-time waiter","Surrey"
10,2,"Alice","Fevronia",NA,1,NA,"STAR BAKER",28,"Geography teacher","Essex"
10,2,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,3,"Alice","Fevronia",NA,7,NA,"IN",28,"Geography teacher","Essex"
10,3,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,3,"Helena","Garcia",NA,8,NA,"IN",40,"Online project manager","Leeds"
10,3,"Henry","Bird",NA,1,NA,"IN",20,"Student","Durham"
10,3,"Michelle","Evans-Fecci",NA,5,NA,"IN",35,"Print shop administrator","Tenby, Wales"
10,3,"Phil","Thorne",NA,10,NA,"IN",56,"HGV driver","Rainham"
10,3,"Priya","O'Shea",NA,4,NA,"IN",34,"Marketing consultant","Leicester"
10,3,"Rosie","Brandreth-Poynter",NA,9,NA,"IN",28,"Veterinary surgeon","Somerset"
10,3,"Steph","Blackwell",NA,3,NA,"IN",28,"Shop assistant","Chester"
10,3,"Amelia","LeBruin",NA,11,NA,"OUT",24,"Fashion designer","Halifax"
10,3,"Michael","Chakraverty",NA,6,NA,"STAR BAKER",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,3,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,3,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,4,"Alice","Fevronia",NA,8,NA,"IN",28,"Geography teacher","Essex"
10,4,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,4,"Helena","Garcia",NA,9,NA,"IN",40,"Online project manager","Leeds"
10,4,"Henry","Bird",NA,3,NA,"IN",20,"Student","Durham"
10,4,"Michael","Chakraverty",NA,7,NA,"IN",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,4,"Michelle","Evans-Fecci",NA,5,NA,"IN",35,"Print shop administrator","Tenby, Wales"
10,4,"Priya","O'Shea",NA,10,NA,"IN",34,"Marketing consultant","Leicester"
10,4,"Rosie","Brandreth-Poynter",NA,4,NA,"IN",28,"Veterinary surgeon","Somerset"
10,4,"Phil","Thorne",NA,6,NA,"OUT",56,"HGV driver","Rainham"
10,4,"Steph","Blackwell",NA,1,NA,"STAR BAKER",28,"Shop assistant","Chester"
10,4,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,4,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,4,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,5,"Alice","Fevronia",NA,6,NA,"IN",28,"Geography teacher","Essex"
10,5,"David","Atherton",NA,9,NA,"IN",36,"International health adviser","Whitby"
10,5,"Henry","Bird",NA,3,NA,"IN",20,"Student","Durham"
10,5,"Michael","Chakraverty",NA,8,NA,"IN",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,5,"Priya","O'Shea",NA,2,NA,"IN",34,"Marketing consultant","Leicester"
10,5,"Rosie","Brandreth-Poynter",NA,5,NA,"IN",28,"Veterinary surgeon","Somerset"
10,5,"Helena","Garcia",NA,1,NA,"OUT",40,"Online project manager","Leeds"
10,5,"Michelle","Evans-Fecci",NA,7,NA,"OUT",35,"Print shop administrator","Tenby, Wales"
10,5,"Steph","Blackwell",NA,4,NA,"STAR BAKER",28,"Shop assistant","Chester"
10,5,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,5,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,5,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,5,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,6,"Alice","Fevronia",NA,1,NA,"IN",28,"Geography teacher","Essex"
10,6,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,6,"Henry","Bird",NA,4,NA,"IN",20,"Student","Durham"
10,6,"Michael","Chakraverty",NA,6,NA,"IN",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,6,"Rosie","Brandreth-Poynter",NA,5,NA,"IN",28,"Veterinary surgeon","Somerset"
10,6,"Priya","O'Shea",NA,7,NA,"OUT",34,"Marketing consultant","Leicester"
10,6,"Steph","Blackwell",NA,3,NA,"STAR BAKER",28,"Shop assistant","Chester"
10,6,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,6,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,6,"Helena","Garcia",NA,NA,NA,NA,40,"Online project manager","Leeds"
10,6,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,6,"Michelle","Evans-Fecci",NA,NA,NA,NA,35,"Print shop administrator","Tenby, Wales"
10,6,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,7,"Alice","Fevronia",NA,6,NA,"IN",28,"Geography teacher","Essex"
10,7,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,7,"Rosie","Brandreth-Poynter",NA,1,NA,"IN",28,"Veterinary surgeon","Somerset"
10,7,"Steph","Blackwell",NA,4,NA,"IN",28,"Shop assistant","Chester"
10,7,"Michael","Chakraverty",NA,5,NA,"OUT",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,7,"Henry","Bird",NA,3,NA,"STAR BAKER",20,"Student","Durham"
10,7,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,7,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,7,"Helena","Garcia",NA,NA,NA,NA,40,"Online project manager","Leeds"
10,7,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,7,"Michelle","Evans-Fecci",NA,NA,NA,NA,35,"Print shop administrator","Tenby, Wales"
10,7,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,7,"Priya","O'Shea",NA,NA,NA,NA,34,"Marketing consultant","Leicester"
10,8,"Alice","Fevronia",NA,3,NA,"IN",28,"Geography teacher","Essex"
10,8,"David","Atherton",NA,1,NA,"IN",36,"International health adviser","Whitby"
10,8,"Rosie","Brandreth-Poynter",NA,2,NA,"IN",28,"Veterinary surgeon","Somerset"
10,8,"Henry","Bird",NA,5,NA,"OUT",20,"Student","Durham"
10,8,"Steph","Blackwell",NA,4,NA,"STAR BAKER",28,"Shop assistant","Chester"
10,8,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,8,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,8,"Helena","Garcia",NA,NA,NA,NA,40,"Online project manager","Leeds"
10,8,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,8,"Michael","Chakraverty",NA,NA,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,8,"Michelle","Evans-Fecci",NA,NA,NA,NA,35,"Print shop administrator","Tenby, Wales"
10,8,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,8,"Priya","O'Shea",NA,NA,NA,NA,34,"Marketing consultant","Leicester"
10,9,"David","Atherton",NA,2,NA,"IN",36,"International health adviser","Whitby"
10,9,"Steph","Blackwell",NA,3,NA,"IN",28,"Shop assistant","Chester"
10,9,"Rosie","Brandreth-Poynter",NA,1,NA,"OUT",28,"Veterinary surgeon","Somerset"
10,9,"Alice","Fevronia",NA,4,NA,"STAR BAKER",28,"Geography teacher","Essex"
10,9,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,9,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,9,"Helena","Garcia",NA,NA,NA,NA,40,"Online project manager","Leeds"
10,9,"Henry","Bird",NA,NA,NA,NA,20,"Student","Durham"
10,9,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,9,"Michael","Chakraverty",NA,NA,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,9,"Michelle","Evans-Fecci",NA,NA,NA,NA,35,"Print shop administrator","Tenby, Wales"
10,9,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,9,"Priya","O'Shea",NA,NA,NA,NA,34,"Marketing consultant","Leicester"
10,10,"Alice","Fevronia",NA,2,NA,"Runner-up",28,"Geography teacher","Essex"
10,10,"Steph","Blackwell",NA,3,NA,"Runner-up",28,"Shop assistant","Chester"
10,10,"David","Atherton",NA,1,NA,"WINNER",36,"International health adviser","Whitby"
10,10,"Amelia","LeBruin",NA,NA,NA,NA,24,"Fashion designer","Halifax"
10,10,"Dan","Chambers",NA,NA,NA,NA,32,"Support worker","Rotherham"
10,10,"Helena","Garcia",NA,NA,NA,NA,40,"Online project manager","Leeds"
10,10,"Henry","Bird",NA,NA,NA,NA,20,"Student","Durham"
10,10,"Jamie","Finn",NA,NA,NA,NA,20,"Part-time waiter","Surrey"
10,10,"Michael","Chakraverty",NA,NA,NA,NA,26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
10,10,"Michelle","Evans-Fecci",NA,NA,NA,NA,35,"Print shop administrator","Tenby, Wales"
10,10,"Phil","Thorne",NA,NA,NA,NA,56,"HGV driver","Rainham"
10,10,"Priya","O'Shea",NA,NA,NA,NA,34,"Marketing consultant","Leicester"
10,10,"Rosie","Brandreth-Poynter",NA,NA,NA,NA,28,"Veterinary surgeon","Somerset"
